year,region,country,permanent,temporary,irregular ,total,new_hires_2003,new_hires_2012
2009,East and South Asia,Taiwan,8328,83070,2885,94283,-,-
2009,East and South Asia,Tajikistan,0,18,10,28,-,-
2009,East and South Asia,Thailand,3059,8251,3600,14910,-,-
2009,East and South Asia,Timor-Leste,0,1093,400,1493,-,-
2009,East and South Asia,Turkmenistan,0,76,50,126,-,-
2009,East and South Asia,Uzbekistan,0,44,10,54,-,-
2009,East and South Asia,Vietnam,0,3042,1300,4342,-,-
2009,West Asia,West Asia Total,5594,2294602,115700,2415896,-,-
2009,West Asia,Bahrain,85,46610,4000,50695,-,-
2009,West Asia,Iran,1016,1404,2000,4420,-,-
2009,West Asia,Iraq,45,3370,2800,6215,-,-
2009,West Asia,Israel ,1002,31000,7000,39002,-,-
2009,West Asia,Jordan,108,16788,16000,32896,-,-
2009,West Asia,Kuwait,502,145242,10000,155744,-,-
2009,West Asia,Lebanon,500,25848,5000,31348,-,-
2009,West Asia,Oman,100,35900,5000,41000,-,-
2009,West Asia,Qatar,15,258365,5600,263980,-,-
2009,West Asia,Saudi Arabia,354,1138649,20000,1159003,-,-
2009,West Asia,Syria,135,13309,6000,19444,-,-
2009,West Asia,United Arab Emirates,1702,576002,32000,609704,-,-
2009,West Asia,Yemen,30,2116,300,2446,-,-
2009,Europe,Europe Total,312361,309914,100152,722427,-,-
2009,Europe,Albania,0,14,2,16,-,-
2009,Europe,Andorra,300,675,100,1075,-,-
2009,Europe,Armenia,0,25,0,25,-,-
2009,Europe,Austria,24555,3269,2000,29824,-,-
2009,Europe,Azerbaijan,308,1003,500,1811,-,-
2009,Europe,"Baltic States (Estonia, Latvia, Lithuania)",12,30,0,42,-,-
2009,Europe,Belorussia (Belarus),0,19,0,19,-,-
2009,Europe,Belgium,4236,240,2500,6976,-,-
2009,Europe,Bosnia and Herzegovina,2,5,0,7,-,-
2009,Europe,Bulgaria,17,21,20,58,-,-
2009,Europe,Croatia,14,78,0,92,-,-
2009,Europe,Cyprus,2484,15815,1985,20284,-,-
2009,Europe,Czech Republic,55,344,20,419,-,-
2009,Europe,Denmark,6587,2723,0,9310,-,-
2009,Europe,Finland,1616,378,10,2004,-,-
2009,Europe,France,8221,1002,40790,50013,-,-
2009,Europe,Georgia,5,190,240,435,-,-
2009,Europe,Germany,45137,8072,2100,55309,-,-
2009,Europe,Gibraltar,0,13,5,18,-,-
2009,Europe,Greece,96,45560,6000,51656,-,-
2009,Europe,Greenland,0,9,0,9,-,-
2009,Europe,Hungary,57,80,10,147,-,-
2009,Europe,Iceland,919,700,10,1629,-,-
2009,Europe,Ireland,5042,10933,500,16475,-,-
2009,Europe,Isle of Man,0,41,0,41,-,-
2009,Europe,Italy,29736,76772,13000,119508,-,-
2009,Europe,Liechtenstein,10,41,30,81,-,-
2009,Europe,Luxembourg,368,240,250,858,-,-
2009,Europe,Macedonia,0,61,0,61,-,-
2009,Europe,Malta,9,450,20,479,-,-
2009,Europe,Moldova,0,4,0,4,-,-
2009,Europe,Monaco,210,95,3000,3305,-,-
2009,Europe,Montenegro,1,0,0,1,-,-
2009,Europe,Netherlands,15363,2944,1500,19807,-,-
2009,Europe,Norway,17120,3563,0,20683,-,-
2009,Europe,Poland,53,337,40,430,-,-
2009,Europe,Portugal,404,409,3500,4313,-,-
2009,Europe,Romania,13,343,40,396,-,-
2009,Europe,Russian Federation,10,4111,700,4821,-,-
2009,Europe,San Marino,0,20,5,25,-,-
2009,Europe,Serbia,6,29,5,40,-,-
2009,Europe,Slovak Republic,12,24,5,41,-,-
2009,Europe,Slovenia,48,12,5,65,-,-
2009,Europe,Spain ,33405,13808,4055,51268,-,-
2009,Europe,Sweden,8651,10623,30,19304,-,-
2009,Europe,Switzerland,14681,4700,3050,22431,-,-
2009,Europe,Turkey,740,823,4100,5663,-,-
2009,Europe,Ukraine,1,31,5,37,-,-
2009,Europe,United Kingdom,91852,99135,10000,200987,-,-
2009,Europe,Vatican,5,100,20,125,-,-
2009,Americas or Trust Territories,Americas or Trust Territories Total,3162843,253700,166336,3582879,-,-
2009,Americas or Trust Territories,American Samoa,500,1500,500,2500,-,-
2009,Americas or Trust Territories,Anguilla,0,99,5,104,-,-
2009,Americas or Trust Territories,Antigua and Barbuda,0,50,5,55,-,-
2009,Americas or Trust Territories,Argentina,63,174,20,257,-,-
2009,Americas or Trust Territories,Aruba,360,1600,1000,2960,-,-
2009,Americas or Trust Territories,Bahamas,0,763,100,863,-,-
2009,Americas or Trust Territories,Barbados,4,50,20,74,-,-
2009,Americas or Trust Territories,Belize,17,80,5,102,-,-
2009,Americas or Trust Territories,Bermuda,1,1044,100,1145,-,-
2009,Americas or Trust Territories,Bolivia,5,10,13,28,-,-
2009,Americas or Trust Territories,Brazil,226,397,40,663,-,-
2009,Americas or Trust Territories,British Virgin Islands,0,36,5,25,-,-
2009,Americas or Trust Territories,Canada,553793,79758,6135,639686,-,-
2009,Americas or Trust Territories,Cayman Islands,0,1986,100,2086,-,-
2009,Americas or Trust Territories,Chile,3,148,20,171,-,-
2009,Americas or Trust Territories,Commonwealth of the Northern Mariana Islands,1288,15769,500,17557,-,-
2009,Americas or Trust Territories,Colombia,20,49,20,89,-,-
2009,Americas or Trust Territories,Costa Rica,119,76,10,205,-,-
2009,Americas or Trust Territories,Cuba,251,982,200,1433,-,-
2009,Americas or Trust Territories,Curacao,0,150,0,150,-,-
2009,Americas or Trust Territories,Diego Garcia,0,1188,300,1488,-,-
2009,Americas or Trust Territories,Dominica,0,5,0,5,-,-
2009,Americas or Trust Territories,Dominican Republic,1,82,5,88,-,-
2009,Americas or Trust Territories,Ecuador,65,48,35,148,-,-
2009,Americas or Trust Territories,El Salvador,10,47,5,62,-,-
2009,Americas or Trust Territories,Falkland Islands,1,0,0,1,-,-
2009,Americas or Trust Territories,French Polynesia,2,1012,0,1014,-,-
2009,Americas or Trust Territories,Grenada,0,23,0,23,-,-
2009,Americas or Trust Territories,Guam,12675,10388,500,23563,-,-
2009,Americas or Trust Territories,Guatemala,74,200,20,294,-,-
2009,Americas or Trust Territories,Guyana,7,71,10,88,-,-
2009,Americas or Trust Territories,Haiti,251,140,185,576,-,-
2009,Americas or Trust Territories,Honduras,57,206,25,288,-,-
2009,Americas or Trust Territories,Jamaica,32,280,40,352,-,-
2009,Americas or Trust Territories,Mexico,70,565,100,735,-,-
2009,Americas or Trust Territories,Netherlands Antilles,0,39,5,44,-,-
2009,Americas or Trust Territories,Nicaragua,14,55,5,74,-,-
2009,Americas or Trust Territories,Panama,19,104,10,133,-,-
2009,Americas or Trust Territories,Paraguay,15,51,5,71,-,-
2009,Americas or Trust Territories,Peru,46,235,10,291,-,-
2009,Americas or Trust Territories,Puerto Rico,10,340,0,350,-,-
2009,Americas or Trust Territories,Saint Kitts and Nevis,0,10,0,10,-,-
2009,Americas or Trust Territories,Saint Lucia,0,32,0,32,-,-
2009,Americas or Trust Territories,Saint Martin (Island),0,140,0,140,-,-
2009,Americas or Trust Territories,Saint Vincent and The Grenadines,0,51,5,56,-,-
2009,Americas or Trust Territories,Suriname,63,502,50,615,-,-
2009,Americas or Trust Territories,Trinidad and Tobago,50,1000,150,1200,-,-
2009,Americas or Trust Territories,Turks and Caicos Island (West Indies),0,562,0,562,-,-
2009,Americas or Trust Territories,United States,2592632,129191,155843,2877666,-,-
2009,Americas or Trust Territories,Uruguay,3,20,10,33,-,-
2009,Americas or Trust Territories,Venezuela,96,301,20,417,-,-
2009,Americas or Trust Territories,Virgin Islands (US),0,2091,200,2291,-,-
2009,Oceania,Oceania Total,311145,68515,8860,388520,-,-
2009,Oceania,Australia,285977,45183,4980,336140,-,-
2009,Oceania,Cook Islands,80,123,0,203,-,-
2009,Oceania,Fiji,0,600,0,600,-,-
2009,Oceania,Kiribati,22,311,90,423,-,-
2009,Oceania,Marshall Islands (Majuro),10,1024,0,1034,-,-
2009,Oceania,Federated States of Micronesia,14,1760,300,2074,-,-
2009,Oceania,Nauru,0,241,10,251,-,-
2009,Oceania,New Caledonia,52,2000,0,2052,-,-
2009,Oceania,New Zealand,24165,2854,120,27139,-,-
2009,Oceania,Palau,21,4251,400,4672,-,-
2009,Oceania,Papua New Guinea,771,9576,2830,13177,-,-
2009,Oceania,Samoa,0,50,0,50,-,-
2009,Oceania,Solomon,33,459,130,622,-,-
2009,Oceania,Tonga,0,70,0,70,-,-
2009,Oceania,Tuvalu,0,13,0,13,-,-
2009,Oceania,Vanuatu,0,131,0,131,-,-
2009,Seabased Workers,Seabased Workers,0,330424,0,330424,-,-
2010,World,World Total,4423680,4324388,704916,9452984,-,-
2010,Africa ,Africa Total,4669,62738,7076,74483,-,-
2010,Africa ,Afars and Issas ,-,7,5,12,-,-
2010,Africa ,Algeria ,0,5842,500,6342,-,-
2010,Africa ,Angola ,55,3545,500,4100,-,-
2010,Africa ,Benin ,0,51,20,71,-,-
2010,Africa ,Botswana ,125,333,50,508,-,-
2010,Africa ,Burkina Faso ,0,11,20,31,-,-
2010,Africa ,Burundi ,0,10,15,25,-,-
2010,Africa ,Cameroon ,1,190,30,221,-,-
2010,Africa ,Cape Verde ,0,15,25,40,-,-
2010,Africa ,Central African Republic,0,49,20,69,-,-
2010,Africa ,Chad ,0,1056,300,1356,-,-
2010,Africa ,Congo ,0,1094,100,1194,-,-
2010,Africa ,Congo Democratic Republic,0,180,0,180,-,-
2010,Africa ,Cote D'Ivoire (Ivory Coast) ,5,107,60,172,-,-
2010,Africa ,Djibouti ,0,616,0,616,-,-
2010,Africa ,Egypt ,1153,2932,2480,6565,-,-
2010,Africa ,Equatorial Guinea ,40,2000,46,2086,-,-
2010,Africa ,Eritrea ,0,116,5,121,-,-
2010,Africa ,Ethiopia ,0,196,20,216,-,-
2010,Africa ,Gabon ,0,308,30,338,-,-
2010,Africa ,Gambia ,0,50,10,60,-,-
2010,Africa ,Ghana ,30,950,40,1020,-,-
2010,Africa ,Guinea ,3,151,30,184,-,-
2010,Africa ,Guinea Bissau ,0,8,3,11,-,-
2010,Africa ,Kenya ,1015,207,40,1262,-,-
2010,Africa ,Lesotho ,260,70,30,360,-,-
2010,Africa ,Liberia ,20,300,25,345,-,-
2010,Africa ,Libya ,77,26772,500,27349,-,-
2010,Africa ,Madagascar ,0,4425,0,4425,-,-
2010,Africa ,Malawi ,0,140,10,150,-,-
2010,Africa ,Mali ,0,136,20,156,-,-
2010,Africa ,Mauritania ,0,52,0,52,-,-
2010,Africa ,Mauritius ,0,200,10,210,-,-
2010,Africa ,Morocco ,0,699,110,809,-,-
2010,Africa ,Mozambique ,500,644,50,1194,-,-
2010,Africa ,Namibia ,125,822,80,1027,-,-
2010,Africa ,Nigeria ,281,2136,500,2917,-,-
2010,Africa ,Rwanda ,0,145,5,150,-,-
2010,Africa ,Sao Tome and Principe ,0,30,10,40,-,-
2010,Africa ,Senegal ,5,50,10,65,-,-
2010,Africa ,Seychelles ,0,1000,100,1100,-,-
2010,Africa ,Sierra Leone ,6,87,2,95,-,-
2010,Africa ,Somalia ,0,10,0,10,-,-
2010,Africa ,South Africa ,400,1539,600,2539,-,-
2010,Africa ,Sudan ,305,1883,400,2588,-,-
2010,Africa ,Swaziland ,135,305,25,465,-,-
2010,Africa ,Tanzania ,0,222,50,272,-,-
2010,Africa ,Togo ,5,50,10,65,-,-
2010,Africa ,Tunisia ,7,241,10,258,-,-
2010,Africa ,Uganda ,0,280,20,300,-,-
2010,Africa ,Zambia ,95,386,100,581,-,-
2010,Africa ,Zimbabwe ,21,90,50,161,-,-
2010,East and South Asia,East and South Asia Total,288597,644446,299672,1232715,-,-
2010,East and South Asia,Afghanistan ,1,1000,350,1351,-,-
2010,East and South Asia,Bangladesh ,30,613,50,693,-,-
2010,East and South Asia,Bhutan ,0,5,2,7,-,-
2010,East and South Asia,Brunei Darussalam ,17657,365,2100,20122,-,-
2010,East and South Asia,Cambodia ,22,2001,1260,3283,-,-
2010,East and South Asia,China ,1844,21428,3500,26772,-,-
2010,East and South Asia,Hong Kong,23509,141240,5000,169749,-,-
2010,East and South Asia,India ,678,1103,300,2081,-,-
2010,East and South Asia,Indonesia ,344,10770,800,11914,-,-
2010,East and South Asia,Japan ,150254,127264,12840,290358,-,-
2010,East and South Asia,Kazakhstan ,0,1360,0,1360,-,-
2010,East and South Asia,North Korea,0,8,0,8,-,-
2010,East and South Asia,South Korea,10692,60267,11400,82359,-,-
2010,East and South Asia,Kyrgyzstan ,0,11,5,16,-,-
2010,East and South Asia,Laos ,2,635,30,667,-,-
2010,East and South Asia,Macau ,1773,11811,3500,17084,-,-
2010,East and South Asia,Malaysia ,26004,90269,200000,316273,-,-
2010,East and South Asia,Maldives ,25,2994,800,3819,-,-
2010,East and South Asia,Mongolia ,0,143,20,163,-,-
2010,East and South Asia,Myanmar ,57,308,150,515,-,-
2010,East and South Asia,Nepal ,55,77,10,142,-,-
2010,East and South Asia,Pakistan ,153,649,500,1302,-,-
2010,East and South Asia,Singapore ,44000,67420,48600,160020,-,-
2010,East and South Asia,Sri Lanka ,1,1011,200,1212,-,-
2010,East and South Asia,Taiwan ,8437,88077,2885,99399,-,-
2010,East and South Asia,Tajikistan ,0,15,10,25,-,-
2010,East and South Asia,Thailand ,3059,8295,3600,14954,-,-
2010,East and South Asia,Timor-Leste ,0,1369,400,1769,-,-
2010,East and South Asia,Turkmenistan ,0,93,50,143,-,-
2010,East and South Asia,Uzbekistan ,0,45,10,55,-,-
2010,East and South Asia,Vietnam ,0,3800,1300,5100,-,-
2010,West Asia,West Asia Total,5645,2717046,127900,2850591,-,-
2010,West Asia,Bahrain ,85,49775,4000,53860,-,-
2010,West Asia,Iran ,1016,909,2000,3925,-,-
2010,West Asia,Iraq ,45,3370,2800,6215,-,-
2010,West Asia,Israel ,1002,28698,6000,35700,-,-
2010,West Asia,Jordan ,108,17063,13000,30171,-,-
2010,West Asia,Kuwait ,502,160604,8000,169106,-,-
2010,West Asia,Lebanon ,501,23778,6000,30279,-,-
2010,West Asia,Oman ,140,37858,3000,40998,-,-
2010,West Asia,Qatar ,16,290315,15000,305331,-,-
2010,West Asia,Saudi Arabia ,354,1482185,30000,1512539,-,-
2010,West Asia,Syria ,135,13869,10000,24004,-,-
2010,West Asia,United Arab Emirates ,1711,606443,28000,636154,-,-
2010,West Asia,Yemen ,30,2179,100,2309,-,-
2010,Europe ,Europe Total,314710,253870,95309,663889,-,-
2010,Europe ,Albania ,0,25,2,27,-,-
2010,Europe ,Andorra ,300,675,100,1075,-,-
2010,Europe ,Armenia ,0,25,0,25,-,-
2010,Europe ,Austria ,20498,2500,1500,24498,-,-
2010,Europe ,Azerbaijan ,308,1007,500,1815,-,-
2010,Europe ,Balearic Islands ,450,900,150,1500,-,-
2010,Europe ,"Baltic States (Estonia, Latvia, Lithuania) ",12,30,0,42,-,-
2010,Europe ,Belorussia (Belarus) ,0,22,0,22,-,-
2010,Europe ,Belgium ,4362,223,2000,6585,-,-
2010,Europe ,Bosnia and Herzegovina ,3,5,0,8,-,-
2010,Europe ,Bulgaria ,24,48,20,92,-,-
2010,Europe ,Croatia ,15,78,2,95,-,-
2010,Europe ,Cyprus ,2485,16326,1985,20796,-,-
2010,Europe ,Czech Republic ,58,415,20,493,-,-
2010,Europe ,Denmark ,6628,2773,0,9401,-,-
2010,Europe ,Finland ,1680,421,10,2111,-,-
2010,Europe ,France ,8356,998,40790,50144,-,-
2010,Europe ,Georgia ,5,190,70,265,-,-
2010,Europe ,Germany ,45647,8074,2100,55821,-,-
2010,Europe ,Gibraltar ,0,16,5,21,-,-
2010,Europe ,Greece ,100,6000,5000,11100,-,-
2010,Europe ,Greenland ,1,19,0,20,-,-
2010,Europe ,Hungary ,70,83,10,163,-,-
2010,Europe ,Iceland ,938,693,10,1641,-,-
2010,Europe ,Ireland ,5118,8182,500,13800,-,-
2010,Europe ,Isle of Man ,0,40,0,40,-,-
2010,Europe ,Italy ,33055,77124,13200,123379,-,-
2010,Europe ,Liechtenstein,11,41,30,82,-,-
2010,Europe ,Luxembourg ,500,241,400,1141,-,-
2010,Europe ,Macedonia ,0,61,0,61,-,-
2010,Europe ,Malta ,9,453,20,482,-,-
2010,Europe ,Moldova ,0,6,0,6,-,-
2010,Europe ,Monaco ,210,94,1000,1304,-,-
2010,Europe ,Montenegro ,2,0,0,2,-,-
2010,Europe ,Netherlands,15574,2884,1200,19658,-,-
2010,Europe ,Norway ,17465,3689,0,21154,-,-
2010,Europe ,Poland ,68,417,40,525,-,-
2010,Europe ,Portugal ,625,1600,800,3025,-,-
2010,Europe ,Romania ,17,484,40,541,-,-
2010,Europe ,Russian Federation,10,2000,500,2510,-,-
2010,Europe ,San Marino ,0,27,5,32,-,-
2010,Europe ,Serbia ,10,29,5,44,-,-
2010,Europe ,Slovak Republic ,15,18,5,38,-,-
2010,Europe ,Slovenia ,48,24,5,77,-,-
2010,Europe ,Spain ,34098,13153,5360,52611,-,-
2010,Europe ,Sweden ,9707,2000,2000,13707,-,-
2010,Europe ,Switzerland ,12812,4717,2000,19529,-,-
2010,Europe ,Turkey ,741,837,3900,5478,-,-
2010,Europe ,Ukraine ,1,32,5,38,-,-
2010,Europe ,United Kingdom ,92669,94071,10000,196740,-,-
2010,Europe ,Vatican ,5,100,20,125,-,-
2010,Americas or Trust Territories ,Americas or Trust Territories Total,3481263,235135,166958,3883356,-,-
2010,Americas or Trust Territories ,American Samoa ,500,1500,500,2500,-,-
2010,Americas or Trust Territories ,Anguilla ,0,20,5,25,-,-
2010,Americas or Trust Territories ,Antigua and Barbuda ,0,50,5,55,-,-
2010,Americas or Trust Territories ,Argentina ,63,158,20,241,-,-
2010,Americas or Trust Territories ,Aruba ,369,1607,900,2876,-,-
2010,Americas or Trust Territories ,Bahamas ,20,638,100,758,-,-
2010,Americas or Trust Territories ,Barbados ,4,52,20,76,-,-
2010,Americas or Trust Territories ,Belize ,17,80,5,102,-,-
2010,Americas or Trust Territories ,Bermuda ,1,303,100,404,-,-
2010,Americas or Trust Territories ,Bolivia ,5,11,13,29,-,-
2010,Americas or Trust Territories ,Brazil ,235,394,50,679,-,-
2010,Americas or Trust Territories ,British Virgin Islands ,1,36,5,42,-,-
2010,Americas or Trust Territories ,Canada ,581095,80444,6135,667674,-,-
2010,Americas or Trust Territories ,Cayman Islands ,0,694,100,794,-,-
2010,Americas or Trust Territories ,Chile ,5,151,20,176,-,-
2010,Americas or Trust Territories ,Commonwealth of the Northern Mariana Islands,2500,6060,1500,10060,-,-
2010,Americas or Trust Territories ,Colombia ,22,50,20,92,-,-
2010,Americas or Trust Territories ,Costa Rica ,158,117,10,285,-,-
2010,Americas or Trust Territories ,Cuba ,125,250,100,475,-,-
2010,Americas or Trust Territories ,Curacao ,0,150,0,150,-,-
2010,Americas or Trust Territories ,Diego Garcia ,0,1170,180,1350,-,-
2010,Americas or Trust Territories ,Dominica ,0,5,0,5,-,-
2010,Americas or Trust Territories ,Dominican Republic ,53,138,5,196,-,-
2010,Americas or Trust Territories ,Ecuador ,65,50,35,150,-,-
2010,Americas or Trust Territories ,El Salvador ,14,46,5,65,-,-
2010,Americas or Trust Territories ,Falkland Islands ,1,0,0,1,-,-
2010,Americas or Trust Territories ,French Polynesia ,2,1012,0,1014,-,-
2010,Americas or Trust Territories ,Grenada ,0,23,0,23,-,-
2010,Americas or Trust Territories ,Guam ,12675,5000,500,18175,-,-
2010,Americas or Trust Territories ,Guatemala ,74,181,20,275,-,-
2010,Americas or Trust Territories ,Guyana ,7,81,10,98,-,-
2010,Americas or Trust Territories ,Haiti ,251,216,100,567,-,-
2010,Americas or Trust Territories ,Honduras ,118,93,25,236,-,-
2010,Americas or Trust Territories ,Jamaica ,35,285,40,360,-,-
2010,Americas or Trust Territories ,Mexico ,83,479,100,662,-,-
2010,Americas or Trust Territories ,Netherlands Antilles,0,62,5,67,-,-
2010,Americas or Trust Territories ,Nicaragua ,39,10,5,54,-,-
2010,Americas or Trust Territories ,Panama ,19,98,10,127,-,-
2010,Americas or Trust Territories ,Paraguay ,17,47,5,69,-,-
2010,Americas or Trust Territories ,Peru ,46,243,10,299,-,-
2010,Americas or Trust Territories ,Puerto Rico ,10,340,0,350,-,-
2010,Americas or Trust Territories ,Saba and St. Eustatius ,0,8,0,8,-,-
2010,Americas or Trust Territories ,Saint Kitts and Nevis,0,20,0,20,-,-
2010,Americas or Trust Territories ,Saint Lucia,0,33,0,33,-,-
2010,Americas or Trust Territories ,Saint Martin (Island),0,201,0,201,-,-
2010,Americas or Trust Territories ,Saint Vincent and The Grenadines,0,51,5,56,-,-
2010,Americas or Trust Territories ,Suriname ,63,100,10,173,-,-
2010,Americas or Trust Territories ,Trinidad and Tobago ,50,1022,100,1172,-,-
2010,Americas or Trust Territories ,Turks and Caicos Island (West Indies) ,0,1000,0,1000,-,-
2010,Americas or Trust Territories ,United States ,2882420,128109,156000,3166529,-,-
2010,Americas or Trust Territories ,Uruguay ,5,20,10,35,-,-
2010,Americas or Trust Territories ,Venezuela ,96,100,20,216,-,-
2010,Americas or Trust Territories ,Virgin Islands (US),0,2127,150,2277,-,-
2010,Oceania ,Oceania Total,328796,64003,8001,400800,-,-
2010,Oceania ,Australia ,302120,40007,3465,345592,-,-
2010,Oceania ,Cook Islands ,82,123,5,210,-,-
2010,Oceania ,Fiji ,164,26,10,200,-,-
2010,Oceania ,Kiribati ,22,311,5,338,-,-
2010,Oceania ,Marshall Islands (Majuro) ,14,1073,0,1087,-,-
2010,Oceania ,Federated States of Micronesia,14,1880,300,2194,-,-
2010,Oceania ,Nauru ,0,241,5,246,-,-
2010,Oceania ,New Caledonia ,100,2275,0,2375,-,-
2010,Oceania ,New Zealand ,25279,3020,1400,29699,-,-
2010,Oceania ,Niue ,8,1,1,10,-,-
2010,Oceania ,Palau (Belau) ,23,4189,400,4612,-,-
2010,Oceania ,Papua New Guinea ,773,10229,2300,13302,-,-
2010,Oceania ,Samoa ,82,13,5,100,-,-
2010,Oceania ,Solomon ,33,458,100,591,-,-
2010,Oceania ,Tonga ,82,13,5,100,-,-
2010,Oceania ,Tuvalu ,0,13,0,13,-,-
2010,Oceania ,Vanuatu ,0,131,0,131,-,-
2010,Seabased Workers ,Seabased Workers ,-,347150,-,347150,-,-
2011,World,World Total,4867645,4513171,1074972,10455788,-,-
2011,Africa,Africa Total,4933,51987,6588,63508,-,-
2011,Africa,Afars and Issas ,0,7,5,12,-,-
2011,Africa,Algeria,0,8993,250,9243,-,-
2011,Africa,Angola,225,4454,500,5179,-,-
2011,Africa,Benin,0,54,10,64,-,-
2011,Africa,Botswana,125,355,50,530,-,-
2011,Africa,Burkina Faso,0,35,15,50,-,-
2011,Africa,Burundi,0,10,15,25,-,-
2011,Africa,Cameroon,1,200,15,216,-,-
2011,Africa,Cape Verde,0,25,15,40,-,-
2011,Africa,Central African Republic,0,68,25,93,-,-
2011,Africa,Chad,0,223,75,298,-,-
2011,Africa,Congo ,0,1524,100,1624,-,-
2011,Africa,Congo Democratic Republic,0,180,0,180,-,-
2011,Africa,Cote D'Ivoire (Ivory Coast) ,5,105,60,170,-,-
2011,Africa,Djibouti,0,661,0,661,-,-
2011,Africa,Egypt,1198,3028,2570,6796,-,-
2011,Africa,Equatorial Guinea,75,3690,245,4010,-,-
2011,Africa,Eritrea,0,118,5,123,-,-
2011,Africa,Ethiopia,0,636,10,646,-,-
2011,Africa,Gabon,0,323,15,338,-,-
2011,Africa,Gambia,0,50,10,60,-,-
2011,Africa,Ghana,30,1149,70,1249,-,-
2011,Africa,Guinea,3,189,10,202,-,-
2011,Africa,Guinea Bissau,0,8,3,11,-,-
2011,Africa,Kenya,1015,257,20,1292,-,-
2011,Africa,Lesotho,260,79,30,369,-,-
2011,Africa,Liberia,20,359,25,404,-,-
2011,Africa,Libya,77,2572,75,2724,-,-
2011,Africa,Madagascar,0,5386,0,5386,-,-
2011,Africa,Malawi,0,152,10,162,-,-
2011,Africa,Mali,0,149,10,159,-,-
2011,Africa,Mauritania,0,59,0,59,-,-
2011,Africa,Mauritius,0,208,10,218,-,-
2011,Africa,Morocco,0,789,55,844,-,-
2011,Africa,Mozambique,500,796,50,1346,-,-
2011,Africa,Namibia,125,834,80,1039,-,-
2011,Africa,Nigeria ,282,6500,500,7282,-,-
2011,Africa,Rwanda,0,147,5,152,-,-
2011,Africa,Sao Tome and Principe,0,29,10,39,-,-
2011,Africa,Senegal,5,79,5,89,-,-
2011,Africa,Seychelles,0,1079,100,1179,-,-
2011,Africa,Sierra Leone,15,250,35,300,-,-
2011,Africa,Somalia,0,11,0,11,-,-
2011,Africa,South Africa,402,1784,600,2786,-,-
2011,Africa,Saint Helena (South Carolina),0,1,0,1,-,-
2011,Africa,Sudan,307,2436,635,3378,-,-
2011,Africa,Swaziland,135,318,25,478,-,-
2011,Africa,Tanzania,0,362,50,412,-,-
2011,Africa,Togo,5,60,5,70,-,-
2011,Africa,Tunisia,7,265,10,282,-,-
2011,Africa,Uganda,0,337,20,357,-,-
2011,Africa,Upper Volta,0,1,0,1,-,-
2011,Africa,Zambia,95,509,100,704,-,-
2011,Africa,Zimbabwe,21,94,50,165,-,-
2011,East and South Asia,East and South Asia Total,284646,621400,543327,1449373,-,-
2011,East and South Asia,Afghanistan,1,1000,2600,3601,-,-
2011,East and South Asia,Bangladesh,100,677,50,827,-,-
2011,East and South Asia,Bhutan,0,6,2,8,-,-
2011,East and South Asia,Brunei Darussalam,17657,1331,2100,21088,-,-
2011,East and South Asia,Cambodia,43,2187,1280,3510,-,-
2011,East and South Asia,China,1845,23380,1780,27005,-,-
2011,East and South Asia,Hong Kong,13251,156600,5000,174851,-,-
2011,East and South Asia,India,688,1310,150,2148,-,-
2011,East and South Asia,Indonesia,514,11450,465,12429,-,-
2011,East and South Asia,Japan,154219,57333,9330,220882,-,-
2011,East and South Asia,Kazakhstan,0,1513,0,1513,-,-
2011,East and South Asia,North Korea,0,25,0,25,-,-
2011,East and South Asia,South Korea,12310,63714,11860,87884,-,-
2011,East and South Asia,Kyrgyzstan,0,13,5,18,-,-
2011,East and South Asia,Laos,2,886,15,903,-,-
2011,East and South Asia,Macau,1930,12429,1935,16294,-,-
2011,East and South Asia,Malaysia,26006,95485,447590,569081,-,-
2011,East and South Asia,Maldives,25,3284,800,4109,-,-
2011,East and South Asia,Mongolia,0,438,300,738,-,-
2011,East and South Asia,Myanmar,57,360,75,492,-,-
2011,East and South Asia,Nepal,55,76,10,141,-,-
2011,East and South Asia,Pakistan,153,813,950,1916,-,-
2011,East and South Asia,Singapore,44100,86500,49400,180000,-,-
2011,East and South Asia,Sri Lanka,1,1059,100,1160,-,-
2011,East and South Asia,Taiwan,8630,83416,1850,93896,-,-
2011,East and South Asia,Tajikistan,0,16,10,26,-,-
2011,East and South Asia,Thailand,3059,9226,3600,15885,-,-
2011,East and South Asia,Timor-Leste,0,1413,710,2123,-,-
2011,East and South Asia,Turkmenistan,0,909,50,959,-,-
2011,East and South Asia,Uzbekistan,0,47,10,57,-,-
2011,East and South Asia,Vietnam,0,4504,1300,5804,-,-
2011,West Asia,West Asia Total,7713,2872440,107770,2987923,-,-
2011,West Asia,Bahrain,91,55077,3255,58423,-,-
2011,West Asia,Iran,1016,1161,505,2682,-,-
2011,West Asia,Iraq,45,3370,2800,6215,-,-
2011,West Asia,Israel ,2000,26748,6000,34748,-,-
2011,West Asia,Jordan,108,17784,11750,29642,-,-
2011,West Asia,Kuwait,502,180098,6150,186750,-,-
2011,West Asia,Lebanon,1190,21848,4500,27538,-,-
2011,West Asia,Oman,140,43318,6400,49858,-,-
2011,West Asia,Qatar,16,329426,13000,342442,-,-
2011,West Asia,Saudi Arabia,354,1530218,20000,1550572,-,-
2011,West Asia,Syria,510,2890,13600,17000,-,-
